10	0.010000	0.010000	0.005434
10	0.010000	0.100000	0.062185
10	0.010000	1.000000	0.606751
10	0.010000	10.000000	6.015069
10	0.100000	0.010000	0.024300
10	0.100000	0.100000	0.517498
10	0.100000	1.000000	6.015043
10	0.100000	10.000000	59.489141
10	1.000000	0.010000	0.093212
10	1.000000	0.100000	2.962781
10	1.000000	1.000000	55.466696
10	1.000000	10.000000	431.178858
10	10.000000	0.010000	2.972120
10	10.000000	0.100000	57.437085
10	10.000000	1.000000	432.812477
10	10.000000	10.000000	890.245134
15	0.010000	0.010000	0.006368
15	0.010000	0.100000	0.062166
15	0.010000	1.000000	0.606379
15	0.010000	10.000000	6.018735
15	0.100000	0.010000	0.032760
15	0.100000	0.100000	0.604648
15	0.100000	1.000000	6.017702
15	0.100000	10.000000	59.612354
15	1.000000	0.010000	0.130118
15	1.000000	0.100000	3.836109
15	1.000000	1.000000	58.736986
15	1.000000	10.000000	433.669552
15	10.000000	0.010000	2.642735
15	10.000000	0.100000	51.630543
15	10.000000	1.000000	424.764903
15	10.000000	10.000000	889.622355
20	0.010000	0.010000	0.006640
20	0.010000	0.100000	0.062224
20	0.010000	1.000000	0.606668
20	0.010000	10.000000	6.017531
20	0.100000	0.010000	0.039921
20	0.100000	0.100000	0.605983
20	0.100000	1.000000	6.016176
20	0.100000	10.000000	59.654823
20	1.000000	0.010000	0.154326
20	1.000000	0.100000	4.312124
20	1.000000	1.000000	58.973617
20	1.000000	10.000000	435.002944
20	10.000000	0.010000	2.574440
20	10.000000	0.100000	50.427472
20	10.000000	1.000000	422.166185
20	10.000000	10.000000	889.365811
25	0.010000	0.010000	0.006680
25	0.010000	0.100000	0.062200
25	0.010000	1.000000	0.606794
25	0.010000	10.000000	6.016300
25	0.100000	0.010000	0.045706
25	0.100000	0.100000	0.606414
25	0.100000	1.000000	6.017204
25	0.100000	10.000000	59.996750
25	1.000000	0.010000	0.188324
25	1.000000	0.100000	4.780195
25	1.000000	1.000000	59.088177
25	1.000000	10.000000	435.434632
25	10.000000	0.010000	2.512214
25	10.000000	0.100000	49.604961
25	10.000000	1.000000	421.067571
25	10.000000	10.000000	889.166310
30	0.010000	0.010000	0.006695
30	0.010000	0.100000	0.062237
30	0.010000	1.000000	0.606355
30	0.010000	10.000000	6.015318
30	0.100000	0.010000	0.049259
30	0.100000	0.100000	0.606445
30	0.100000	1.000000	6.018180
30	0.100000	10.000000	58.864189
30	1.000000	0.010000	0.242526
30	1.000000	0.100000	5.278565
30	1.000000	1.000000	59.173729
30	1.000000	10.000000	435.651639
30	10.000000	0.010000	2.501687
30	10.000000	0.100000	49.350325
30	10.000000	1.000000	420.915215
30	10.000000	10.000000	889.131646
35	0.010000	0.010000	0.006698
35	0.010000	0.100000	0.062235
35	0.010000	1.000000	0.606432
35	0.010000	10.000000	6.017119
35	0.100000	0.010000	0.053203
35	0.100000	0.100000	0.606420
35	0.100000	1.000000	6.018871
35	0.100000	10.000000	58.015644
35	1.000000	0.010000	0.289425
35	1.000000	0.100000	5.722971
35	1.000000	1.000000	59.212654
35	1.000000	10.000000	435.885269
35	10.000000	0.010000	2.505416
35	10.000000	0.100000	49.504171
35	10.000000	1.000000	421.089594
35	10.000000	10.000000	889.152880
40	0.010000	0.010000	0.006712
40	0.010000	0.100000	0.062220
40	0.010000	1.000000	0.606493
40	0.010000	10.000000	6.016461
40	0.100000	0.010000	0.058174
40	0.100000	0.100000	0.606652
40	0.100000	1.000000	6.014726
40	0.100000	10.000000	57.634105
40	1.000000	0.010000	0.301729
40	1.000000	0.100000	5.982995
40	1.000000	1.000000	59.247648
40	1.000000	10.000000	436.356436
40	10.000000	0.010000	2.525539
40	10.000000	0.100000	49.787979
40	10.000000	1.000000	421.263030
40	10.000000	10.000000	889.205328
45	0.010000	0.010000	0.006712
45	0.010000	0.100000	0.062241
45	0.010000	1.000000	0.606520
45	0.010000	10.000000	6.014844
45	0.100000	0.010000	0.060875
45	0.100000	0.100000	0.606555
45	0.100000	1.000000	6.014908
45	0.100000	10.000000	56.910303
45	1.000000	0.010000	0.320372
45	1.000000	0.100000	6.011478
45	1.000000	1.000000	59.271600
45	1.000000	10.000000	436.485116
45	10.000000	0.010000	2.545438
45	10.000000	0.100000	50.023097
45	10.000000	1.000000	421.736667
45	10.000000	10.000000	889.272411
50	0.010000	0.010000	0.006711
50	0.010000	0.100000	0.062214
50	0.010000	1.000000	0.606543
50	0.010000	10.000000	6.017701
50	0.100000	0.010000	0.061742
50	0.100000	0.100000	0.606612
50	0.100000	1.000000	6.015079
50	0.100000	10.000000	56.285412
50	1.000000	0.010000	0.348980
50	1.000000	0.100000	6.013135
50	1.000000	1.000000	59.305511
50	1.000000	10.000000	436.625136
50	10.000000	0.010000	2.575319
50	10.000000	0.100000	50.536894
50	10.000000	1.000000	422.302875
50	10.000000	10.000000	889.376337
